case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-01197,TXN-727959,unknown purchase on my statement,Transaction not recognized,22754.06,True,False,True,True
SYN-01119,TXN-810656,renewal debit after cancellation,Subscription cancellation dispute,72741.81,False,True,True,True
SYN-01477,TXN-278501,I do not recognize this payment. custmer says,Transaction not recognized,51657.29,False,False,False,True
SYN-01572,TXN-126775,merchant has not processed my refund,Refund not processed,68407.99,True,False,True,True
SYN-01552,TXN-781478,I have another issue with this transaction. custmer says,Other,52435.68,True,False,True,True
SYN-01456,TXN-130710,payment dispute needs investigation,Other,46424.3,True,False,True,True
SYN-01184,TXN-317445,payment dispute needs investigation. please help,Other,12529.13,False,False,False,True
SYN-01438,TXN-825196,charged he wrong amount,Incorrect transaction amount,6440.6,True,True,True,True
SYN-01430,TXN-924231,charged the wrong amount. urgent,Incorrect transaction amount,58545.95,False,False,False,True
SYN-00432,TXN-473023,unclear problem with this purchase,Other,53394.28,False,True,True,True
SYN-01288,TXN-465848,I have another issue with this transaction,Other,7345.53,False,False,False,True
SYN-01396,TXN-507081,refund promised but not received,Refund not processed,5657.88,True,False,True,True
SYN-00809,TXN-476695,my parcel has not arived,Product not received,42089.82,False,True,True,True
SYN-00572,TXN-859143,return completed but money not credited,Refund not processed,19392.23,False,True,True,True
SYN-01130,TXN-344435,item is different from its description,Product not as described,56446.61,False,True,True,True
SYN-01570,TXN-396835,item is different from its description. merchant disagrees,Product not as described,32099.78,False,True,True,True
SYN-01094,TXN-220213,invoice total differs from debit,Incorrect transaction amount,19436.16,False,False,False,True
SYN-00718,TXN-831770,invoice total iffers from debit,Incorrect transaction amount,32699.37,True,False,True,True
SYN-01041,TXN-761032,did not receive the product. merchant disagrees,Product not received,788.0,False,True,True,True
SYN-00905,TXN-701596,order never delivered although tracking says pending,Product not received,56611.05,False,False,False,True
SYN-01502,TXN-233457,invoice total differs from debit. urgent,Incorrect transaction amount,38512.58,True,False,True,True
SYN-00072,TXN-668969,I have another issue with this transaction. ref tx,Other,30687.84,False,True,True,True
SYN-00269,TXN-165306,I never authorized this transaction. details missing,Transaction not recognized,55240.36,False,False,False,True
SYN-00253,TXN-267457,I do not recognize this payment. please help,Transaction not recognized,18769.87,False,False,False,True
SYN-00795,TXN-334665,duplicate payment appears on my card. merchant disagrees,Duplicate charge,17529.96,False,False,False,True
SYN-01142,TXN-110372,invoice total differs from debit,Incorrect transaction amount,702.07,False,False,False,True
SYN-00527,TXN-444625,membrship was cancelled but billing continued,Subscription cancellation dispute,48610.1,True,True,True,True
SYN-01185,TXN-515943,did not receive the product. plase help,Product not received,64211.69,False,False,False,True
SYN-00017,TXN-857168,order never delivered although tracking says pending,Product not received,441.75,True,True,True,True
SYN-00409,TXN-832614,order never delivered although tracking says pending,Product not received,5144.47,False,False,False,True
SYN-01369,TXN-902598,my prcel has not arrived,Product not received,31353.23,True,False,True,True
SYN-01399,TXN-140141,charged after cancelling subscription. details missing,Subscription cancellation dispute,21021.73,False,False,False,True
SYN-00378,TXN-359555,service was not as advertised,Product not as described,49094.3,False,False,False,True
SYN-01422,TXN-956379,charged the wrong amount,Incorrect transaction amount,28204.92,True,True,True,True
SYN-00049,TXN-348237,did not receive the product. possible mix up,Product not received,56260.67,False,False,False,True
SYN-00428,TXN-433507,refund promised but not received. possible mix up,Refund not processed,55204.13,False,False,False,True
SYN-01361,TXN-785720,order never delivered although tracking says pending,Product not received,10538.09,False,False,False,True
SYN-00896,TXN-706815,I have another isue with this transaction. please help,Other,25322.96,False,False,False,True
SYN-00756,TXN-267666,return completed but money not credited,Refund not processed,38472.16,False,False,False,True
SYN-00561,TXN-363550,order never delivered although tracking says pending,Product not received,1168.81,True,False,True,True
SYN-00830,TXN-597643,invoice total differs from debit,Incorrect transaction amount,52979.17,False,False,False,True
SYN-00185,TXN-332335,my parcel has not arrived. details missing,Product not received,55985.95,True,False,True,True
SYN-01138,TXN-598833,product quality and colour do not match. urgent,Product not as described,14362.99,True,True,True,True
SYN-01266,TXN-612361,product quality and colour do not match,Product not as described,18215.23,False,True,True,True
SYN-00169,TXN-797660,my parcel has not arrived,Product not received,26648.49,True,True,True,True
SYN-01006,TXN-513869,amount taken is higher than agreed,Incorrect transaction amount,28693.52,True,False,True,True
SYN-00289,TXN-837733,my parcel has not arrived. please help,Product not received,69248.25,True,False,True,True
SYN-00977,TXN-789365,my parcel has not arrived. merchant disagrees,Product not received,27384.24,False,False,False,True
SYN-00648,TXN-320759,unclear problem with this purchase. merchant disagrees,Other,37507.5,False,False,True,True
SYN-00671,TXN-558339,membership was cancelled but billing continued,Subscription cancellation dispute,66185.6,False,False,False,True
SYN-01408,TXN-806682,I have another issue with this transaction. ref tx,Other,59442.65,False,False,False,True
SYN-00196,TXN-811875,return completed but money not credited,Refund not processed,58129.74,False,False,False,True
SYN-01455,TXN-576663,charged after cancelling subscription,Subscription cancellation dispute,52294.68,False,False,False,True
SYN-00273,TXN-934042,order never delivered although tracking says pending,Product not received,42124.03,False,False,False,True
SYN-00894,TXN-757746,charged the wrong amount. please help,Incorrect transaction amount,39146.96,False,False,False,True
SYN-00412,TXN-855777,refund promised but not received,Refund not processed,58767.22,False,False,False,True
SYN-01003,TXN-826687,duplicate payment appears on my card,Duplicate charge,65383.84,True,False,True,True
SYN-00184,TXN-985506,I have another issue with this transaction,Other,6791.2,False,False,False,True
SYN-01585,TXN-542875,order never delivered although tracking says pending. urgent,Product not received,68912.92,True,False,True,True
SYN-00217,TXN-469954,did not receive the product. details missing,Product not received,316.01,False,False,False,True
SYN-00426,TXN-629979,service was not as advertised,Product not as described,43641.22,False,False,False,True
SYN-01360,TXN-618213,unclear problem with this purchase. please help,Other,26574.49,True,False,True,True
SYN-01092,TXN-707705,return completed but money not credited. please help,Refund not processed,62950.86,True,False,True,True
SYN-00001,TXN-671858,did not receive the product. custmer says,Product not received,50816.8,True,False,True,True
SYN-01120,TXN-805796,unclear problem with this purchase,Other,32147.59,False,True,True,True
SYN-00474,TXN-893969,service was not as advertised,Product not as described,9196.2,False,False,False,True
SYN-01009,TXN-478108,order never delivered although tracking says pending. please help,Product not received,21218.13,False,False,False,True
SYN-01501,TXN-904016,unknown purchase on my statement,Transaction not recognized,2175.4,False,False,False,True
SYN-00585,TXN-861200,did not receive the product,Product not received,56172.33,False,False,False,True
SYN-01341,TXN-733698,I never authorized this transaction. custmer says,Transaction not recognized,47041.6,False,False,False,True
SYN-01440,TXN-307488,unclear problem with this purchase,Other,18906.22,False,False,True,True
SYN-01157,TXN-590262,I never authorized this transaction,Transaction not recognized,32071.88,False,False,False,True
SYN-01277,TXN-100089,I do not recognize this payment,Transaction not recognized,70903.04,False,False,False,True
SYN-01473,TXN-216478,order never delivered although tracking says pending,Product not received,48546.24,False,False,False,True
SYN-00021,TXN-172574,unknown purchase on my statement. urgent,Transaction not recognized,36551.57,False,True,True,True
SYN-01271,TXN-441027,charged after cancelling subscription,Subscription cancellation dispute,9566.81,False,False,False,True
SYN-00578,TXN-527433,item is different from its description. possible mix up,Product not as described,68341.71,True,False,True,True
SYN-00097,TXN-389930,my parcel has not arrived,Product not received,55447.37,False,False,False,True
SYN-01550,TXN-752079,invoice total differs from debit,Incorrect transaction amount,52971.23,True,False,True,True
SYN-00325,TXN-746467,I do not recognize this payment. ugent,Transaction not recognized,47901.74,False,True,True,True
SYN-00393,TXN-833417,order never delivered although tracking says pending. custmer says,Product not received,23051.4,True,False,True,True
SYN-00935,TXN-464733,charged aftr cancelling subscription,Subscription cancellation dispute,71169.56,False,False,False,True
SYN-00091,TXN-322423,same transaction debited two times,Duplicate charge,13800.8,True,False,True,True
SYN-00166,TXN-575528,amount taken is higher than agreed,Incorrect transaction amount,25551.42,False,False,False,True
SYN-00369,TXN-411893,did not receive the product. merchant disagrees,Product not received,53007.64,False,False,False,True
SYN-01460,TXN-255190,merchant has not processed my refund. urgent,Refund not processed,24085.4,False,True,True,True
SYN-00669,TXN-242921,unknown purchase on my statement,Transaction not recognized,56920.11,True,False,True,True
SYN-01393,TXN-754974,order never delivered although tracking says pending,Product not received,38532.96,False,False,False,True
